:ID;pageCount:string;title:string;volumeNo:int;publishedYear:int
6675;1023-1038;Configuration and dynamic reconfiguration of components using the coordination paradigm.;17;2001
6676;407-420;Increasing task consolidation efficiency by using more accurate resource estimations.;56;2016
6677;712-719;Anonymous and secure aggregation scheme in fog-based public cloud computing.;78;2018
6678;1303-1315;A time-constrained SLA negotiation strategy in competitive computational grids.;28;2012
6679;423-430;A secure brokerage network for retail banking services.;16;2000
6680;219-232;Governing energy consumption in Hadoop through CPU frequency scaling: An analysis.;54;2016
6681;781-794;AndroKit: A toolkit for forensics analysis of web browsers on android platform.;94;2019
6682;111-121;The Modeler's Workspace: a distributed digital library for neuroscience.;16;1999
6683;17-30;The optimized order 2 method : Application to convection-diffusion problems.;18;2001
6684;173-183;Resource-aware virtual machine migration in IoT cloud.;85;2018
6685;327-338;Design and implementation of a secure cloud-based billing model for smart meters as an Internet of things using homomorphic cryptography.;72;2017
6686;265-274;Dynamical models of ecosystems and epidemics.;5;1989
6687;61-68;Distributed data mining on Agent Grid: Issues, platform and development toolkit.;23;2007
6688;1355-1374;Computer graphics for water modeling and rendering: a survey.;20;2004
6689;727-733;Symbolic/numeric analysis of chaotic synchronization with a CAS.;23;2007
6690;1046-1054;Category Preferred Canopy-K-means based Collaborative Filtering algorithm.;93;2019
6691;750-764;A predictive approach for the efficient distribution of agent-based systems on a hybrid-cloud.;86;2018
6692;201-212;The Manchester dataflow machine.;1;1985
6693;177-189;A similarity-aware encrypted deduplication scheme with flexible access control in the cloud.;84;2018
6694;806-812;Semantic-supported and agent-based decentralized grid resource discovery.;24;2008
6695;238-246;Multiple-combinational-channel: A network architecture for workload balance and deadlock free.;56;2016
6696;379-391;A resource provisioning framework for bioinformatics applications in multi-cloud environments.;78;2018
6697;161-187;N-Expression implementations for integrated symbolic and numeric processing.;3;1987
6698;1725-1735;Ad-hoc aggregate query processing algorithms based on bit-store for query intensive applications in cloud computing.;29;2013
6699;94-103;Abnormal traffic-indexed state estimation: A cyber-physical fusion approach for Smart Grid attack detection.;49;2015
6700;400-408;A service-oriented framework for collating retail intelligence.;80;2018
6701;375-384;L2P2: A location-label based approach for privacy preserving in LBS.;74;2017
6702;2092-2102;Design and implementation of a trusted monitoring framework for cloud platforms.;29;2013
6703;1808-1815;Performance comparison under failures of MPI and MapReduce: An analytical approach.;29;2013
6704;60-63;Innovative methods and algorithms for advanced data-intensive computing.;37;2014
6705;881-889;Expanding the volunteer computing scenario: A novel approach to use parallel applications on volunteer computing.;28;2012
6706;444-445;Special Section: Third IEEE International Conference on e-Science and Grid Computing.;25;2009
6707;359-361;Crystallization on a sphere.;10;1994
6708;704-712;An economic and energy-aware analysis of the viability of outsourcing cluster computing to a cloud.;29;2013
6709;583-595;A long video caption generation algorithm for big video data retrieval.;93;2019
6710;213-223;Some computational studies in molecular physics.;5;1989
6711;590-599;Understanding application-level interoperability: Scaling-out MapReduce over high-performance grids and clouds.;27;2011
6712;181-195;Attribute selection for modelling.;13;1997
6713;15-27;Performance evaluation of cache architectures in tightly coupled multiprocessor systems.;10;1994
6714;262-270;A collaborative filtering recommendation method based on discrete quantum-inspired shuffled frog leaping algorithms in social networks.;88;2018
6715;136-143;Cracking Bitcoin wallets: I want what you have in the wallets.;91;2019
6716;439-444;Electrosmog & electromagnetic CAD.;11;1995
6717;382-391;Multi-dimensional data indexing and range query processing via Voronoi diagram for internet of things.;91;2019
6718;1-16;Giving form to social cloud storage through experimentation: Issues and insights.;40;2014
6719;124-131;Building an OptIPlanet collaboratory to support microbial metagenomics.;25;2009
6720;359-363;The monitoring of inter-process communications in distributed systems.;5;1990
6721;528-540;Workflows and e-Science: An overview of workflow system features and capabilities.;25;2009
6722;65-78;Comparison of a cost-effective virtual cloud cluster with an existing campus cluster.;41;2014
6723;957-964;Global register alias table: Boosting sequential program on multi-core.;28;2012
6724;37-49;LayerMover: Fast virtual machine migration over WAN with three-layer image structure.;83;2018
6725;478-489;Layered Green Performance Indicators.;28;2012
6726;1112-1119;Transactional and QoS-aware dynamic service composition based on ant colony optimization.;29;2013
6727;625-635;Suitability of the time controlled environment for race detection in distributed applications.;16;2000
6728;453-459;The data playground: An intuitive workflow specification environment.;25;2009
6729;162-173;Predicting host CPU utilization in the cloud using evolutionary neural networks.;86;2018
6730;1004-1010;Distributed and collaborative visualization of large data sets using high-speed networks.;22;2006
6731;32-39;LAG: Achieving transparent access to legacy data by leveraging grid environment.;27;2011
6732;287-301;A high-speed memory organization for hybrid dataflow / von Neumann computing.;8;1992
6733;93-94;eScience today and tomorrow - Part 2.;59;2016
6734;129-140;Delivering home healthcare through a Cloud-based Smart Home Environment (CoSHE).;81;2018
6735;44-52;A game-theoretic approach to the financial benefits of infrastructure-as-a-service.;41;2014
6736;202-210;Dynamic replication in a data grid using a Modified BHR Region Based Algorithm.;27;2011
6737;603-615;Origin-based fault-tolerant routing in the mesh.;11;1995
6738;1316-1327;Service level agreement as a complementary currency in peer-to-peer markets.;28;2012
6739;64-73;The NOVI information models.;42;2015
6740;59-65;Scaling to a million cores and beyond: Using light-weight simulation to understand the challenges ahead on the road to exascale.;30;2014
6741;606-616;Feature selection for IoT based on maximal information coefficient.;89;2018
6742;102-112; Bidirectional Conditional Insertion Sort algorithm;4;71
6743;257-265;Co-scheduling in Lambda Grid Systems by means of Ant Colony Optimization.;25;2009
6744;905-919;Massively parallel fault tolerant computations on syntactical patterns.;18;2002
6745;544-554;Gathering requirements for advancing simulations in HPC infrastructures via science gateways.;82;2018
6746;838-849;Universal and secure object ownership transfer protocol for the Internet of Things.;78;2018
6747;111-126;Search-based QoS ranking prediction for web services in cloud environments.;50;2015
6748;163-179;Naming and name resolution in the future internet: Introducing the NovaGenesis approach.;67;2017
6749;736-745;Anomaly detection and identification scheme for VM live migration in cloud infrastructure.;56;2016
6750;66-75;Power-aware code scheduling assisted with power gating and DVS.;34;2014
6751;395-411;IoT security: Review, blockchain solutions, and open challenges.;82;2018
6752;447-456;From access and integration to mining of secure genomic data sets across the Grid.;23;2007
6753;239-249;An investigation into the impacts of task-level behavioural heterogeneity upon energy efficiency in Cloud datacentres.;83;2018
6754;91-101;Cloud enabled fractal based ECG compression in wireless body sensor networks.;35;2014
6755;48-59;An optimization-based adaptive resource management framework for economic Grids: A switching mechanism.;47;2015
6756;61-73;Accessing medical image file with co-allocation HDFS in cloud.;43;2015
6757;2197-2204;Scalability analysis of Dalton, a molecular structure program.;29;2013
6758;1561-1572;Flexible load distribution for hybrid distributed virtual environments.;29;2013
6759;888-909;Model-driven development of data intensive applications over cloud resources.;87;2018
6760;352-357;Secure verifiable non-interactive oblivious transfer protocol using RSA and Bit commitment on distributed environment.;25;2009
6761;715-717;Enabling technologies for Social Internet of Things.;92;2019
